trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_cognitive_reflection,task_admc_a1,task_admc_rc2,task_admc_dr,task_bayesian_update_easy,task_bayesian_update_hard,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_time_series,task_leapfrog,task_raven_matrix,task_number_series,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,slider_start,slider_moved,admc_id,admc_response,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,y_axis_values,chart_height,func,direction,noise_condition,datapoints,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,list_id,ns_id,ns_response
html-keyboard-response,1091,4118986,0.0-23.0-8.0-3.0-0.16,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,714.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1092,4119994,0.0-23.0-8.0-3.0-1.16,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1093,4120560,0.0-23.0-8.0-3.0-0.17,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,564.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1094,4121563,0.0-23.0-8.0-3.0-1.17,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1095,4122042,0.0-23.0-8.0-3.0-0.18,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,469.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,210.0,A,,,,,
html-keyboard-response,1096,4123058,0.0-23.0-8.0-3.0-1.18,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1097,4123447,0.0-23.0-8.0-3.0-0.19,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,386.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1098,4124449,0.0-23.0-8.0-3.0-1.19,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1099,4125261,0.0-23.0-8.0-3.0-0.20,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,810.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1100,4126265,0.0-23.0-8.0-3.0-1.20,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1101,4126307,0.0-23.0-8.0-3.0-0.21,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,40.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,220.0,220.0,B,,,,,
html-keyboard-response,1102,4127309,0.0-23.0-8.0-3.0-1.21,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1103,4127946,0.0-23.0-8.0-3.0-0.22,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,636.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,,,,
html-keyboard-response,1104,4128948,0.0-23.0-8.0-3.0-1.22,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1105,4129557,0.0-23.0-8.0-3.0-0.23,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,607.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,230.0,A,,,,,
html-keyboard-response,1106,4130559,0.0-23.0-8.0-3.0-1.23,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>230</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1107,4131112,0.0-23.0-8.0-3.0-0.24,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,550.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,,,,
html-keyboard-response,1108,4132115,0.0-23.0-8.0-3.0-1.24,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1109,4132375,0.0-23.0-8.0-3.0-0.25,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,250.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,,,,
html-keyboard-response,1110,4133377,0.0-23.0-8.0-3.0-1.25,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1111,4133381,0.0-23.0-8.0-3.0-0.26,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,1.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,,,,
html-keyboard-response,1112,4134383,0.0-23.0-8.0-3.0-1.26,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1113,4134553,0.0-23.0-8.0-3.0-0.27,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,168.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,,,,
html-keyboard-response,1114,4135556,0.0-23.0-8.0-3.0-1.27,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1115,4135797,0.0-23.0-8.0-3.0-0.28,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,238.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,,,,
html-keyboard-response,1116,4136799,0.0-23.0-8.0-3.0-1.28,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1117,4136907,0.0-23.0-8.0-3.0-0.29,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,107.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,,,,
html-keyboard-response,1118,4137910,0.0-23.0-8.0-3.0-1.29,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1119,4137959,0.0-23.0-8.0-3.0-0.30,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,47.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,240.0,B,,,,,
html-keyboard-response,1120,4138961,0.0-23.0-8.0-3.0-1.30,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1121,4139764,0.0-23.0-8.0-3.0-0.31,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,802.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,240.0,B,,,,,
html-keyboard-response,1122,4140767,0.0-23.0-8.0-3.0-1.31,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1123,4141229,0.0-23.0-8.0-3.0-0.32,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,460.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,,,,
html-keyboard-response,1124,4142231,0.0-23.0-8.0-3.0-1.32,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1125,4142621,0.0-23.0-8.0-3.0-0.33,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,379.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,,,,
html-keyboard-response,1126,4143623,0.0-23.0-8.0-3.0-1.33,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1127,4143967,0.0-23.0-8.0-3.0-0.34,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,341.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,,,,
html-keyboard-response,1128,4144969,0.0-23.0-8.0-3.0-1.34,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1129,4145169,0.0-23.0-8.0-3.0-0.35,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,198.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,,,,
