trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_leapfrog,task_admc_rp,task_shipley_vocab,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_a2,task_admc_rc1,task_time_series,task_bayesian_update_easy,task_bayesian_update_hard,task_coherence_forecasting,task_graph_literacy,task_impossible_question,task_shipley_abstraction,custom_timer_ended_trial,interval_id,stimulus,response,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,moved_sliders,admc_id,admc_response,question_order,shipley_vocabulary_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,slider_start,slider_moved,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,cfs_id,cfs_response,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,shipley_abstraction_score
html-button-response,1000,1708383,0.0-21.0-7.0-0.0-0.3,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,15814.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1260.0,"<canvas id=""myChart""></canvas>",0,False,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[379.0945932095486, 397.84426313246564, 398.9419106286582, 353.3084623856232, 333.73447080206256, 342.6537486381714, 279.6589951662135, 248.79723910900404, 245.1345044022438, 277.9827985495596, '320.26', '355.56', '393.87', '351.52', '313.20', '336.40']",601.6,linear,negative,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1001,1724600,0.0-21.0-7.0-0.0-0.4,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,16214.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1261.0,"<canvas id=""myChart""></canvas>",0,False,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[203.3719217319816, 200.34831950020325, 210.50371419914532, 239.38604125534698, 213.98266773154057, 209.45711410689907, 243.08661886724374, 232.16331966019024, 252.20308611280618, 286.7068783121374, 257.73592847900915, 262.4770017324422, 284.1460719025705, 272.40468448701546, 270.4953873298237, 298.4422716554231, 296.70521450145435, 307.8861751232264, 310.2130242486062, 336.02791399989803, 322.35209447519657, 326.02201258185, 333.4872040702305, 339.0587667593292, 341.78728744978963, 337.7505529018901, 355.2363567975713, 339.48051563685146, 356.27809613440553, 384.9264687414275, '424.12', '383.79', '371.69', '409.00', '388.83', '413.03']",601.6,linear,positive,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1002,1740688,0.0-21.0-7.0-0.0-0.5,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,16086.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1262.0,"<canvas id=""myChart""></canvas>",0,False,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[433.9795354968631, 483.4898298989923, 487.5266181483812, 516.2338236743826, 478.6244104266075, 508.27022692785727, 488.08115283693985, 490.70921067388804, 506.6600309690104, 414.4800682001204, '404.97', '446.31', '474.54', '444.29', '423.12', '439.25']",601.6,exponential,negative,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1003,1758320,0.0-21.0-7.0-0.0-0.6,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,17630.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1263.0,"<canvas id=""myChart""></canvas>",0,False,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[235.2648236072411, 300.90438705439965, 223.81609242512545, 253.83701980411809, 261.9357180360401, 312.86543406338996, 250.92704093254488, 243.6693382246865, 334.57666898381416, 298.41061946634824, '277.91', '352.53', '282.95', '303.12', '314.21', '362.61']",601.6,linear,positive,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1004,1772560,0.0-21.0-7.0-0.0-0.7,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,14238.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1264.0,"<canvas id=""myChart""></canvas>",0,False,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[106.16923452088028, 96.48990739650368, 88.90911969820483, 106.78904243989987, 104.2265719863057, 104.08449623332982, 98.0325550267546, 105.30992887105826, 119.19500030259651, 113.74210198518205, 103.79381373327956, 131.3416385041471, 120.6906143147053, 129.75931520637073, 121.65227264080522, 120.8921994879952, 132.34808591542364, 106.53266796015431, 123.53081412617352, 130.1735508464873, 136.96337166121705, 132.38822638881925, 153.25310480193178, 160.91201601891476, 162.68344342908875, 186.68955229930492, 201.23365203234238, 203.6470100394575, 217.57070599636648, 243.10896684003905, '268.83', '272.87', '268.83', '256.73', '284.97', '276.90']",601.6,exponential,positive,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1005,1787298,0.0-21.0-7.0-0.0-0.8,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,14733.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1265.0,"<canvas id=""myChart""></canvas>",0,False,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[505.49264328840457, 490.5683515458501, 506.06578123562133, 528.3889863337578, 494.93247241870927, 510.11761365399093, 485.91796526843996, 483.7458059055237, 467.13789951294507, 450.59008278115743, '434.21', '427.15', '409.00', '430.18', '436.23', '467.49']",601.6,exponential,negative,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1006,1802602,0.0-21.0-7.0-0.0-0.9,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,15302.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1266.0,"<canvas id=""myChart""></canvas>",0,False,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[442.7323108122711, 382.09705644537104, 365.5378936871003, 467.6742372087273, 305.78471567143754, 397.91470099683244, 367.7971540596513, 286.37214871314694, 359.73468645497525, 313.9755410917168, 300.12090794129574, 367.1917821799833, 306.0948910378156, 263.33343951258723, 339.2493586772201, 306.77151750100825, 304.37356619424054, 275.8315674350659, 297.6430948952192, 307.03391346087204, 234.8415435498991, 281.0881684678891, 236.70506296813406, 264.9658064414209, 251.17448591534492, 231.8522759072222, 280.3170192777199, 223.20453789332984, 214.7648879086514, 238.0469517769749, '250.68', '308.16', '314.21', '346.48', '284.97', '352.53']",601.6,linear,negative,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1007,1819170,0.0-21.0-7.0-0.0-0.10,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,16566.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1267.0,"<canvas id=""myChart""></canvas>",0,False,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[512.9955631485894, 423.3159531081511, 520.4889153012313, 497.0936465767268, 475.8693912607044, 470.3144973517008, 560.8819679829436, 520.2471254817322, 491.0038910815496, 470.94844309412093, 522.076951167883, 489.0711702753156, 446.3180411972552, 485.21255218545576, 494.2986539559231, 528.2026423232065, 465.3037900906147, 538.3313640373481, 483.24798189811855, 428.266287498455, 480.32206595426777, 460.3282697183225, 456.65576425715534, 412.24577858370213, 466.2953036505336, 363.3222629005348, 419.49299433202765, 399.7801138028993, 427.4922463804341, 317.55465539606865, '263.79', '194.21', '220.43', '232.53', '212.37', '199.26']",601.6,exponential,negative,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1008,1835914,0.0-21.0-7.0-0.0-0.11,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,16741.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1268.0,"<canvas id=""myChart""></canvas>",0,False,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[98.2285297681849, 107.80451720428617, 120.84130763641735, 99.83321107947006, 93.12846425324616, 136.74119809550422, 124.12074262771841, 146.83814900362646, 133.7953045337751, 124.3774922102932, '113.54', '128.67', '129.68', '113.54', '132.70', '135.73']",601.6,exponential,positive,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1009,1854980,0.0-21.0-7.0-0.0-0.12,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,19063.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1269.0,"<canvas id=""myChart""></canvas>",0,False,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[512.6308126122603, 484.66367097601756, 486.9291838244604, 494.5479284043744, 513.5664161212552, 512.8641987092049, 473.897269632239, 495.6739288014156, 506.1146402348991, 499.92287254526883, 487.8967929809903, 477.0439932999638, 492.651138533025, 500.1410324555685, 489.96932453710264, 490.14266941802936, 479.0327463279821, 483.28540950077155, 464.70323497655534, 491.6647717304343, 466.1939770633629, 462.1377014538002, 434.2386352548418, 460.5345766255364, 433.5258528706489, 425.2545971193422, 415.4049499759708, 419.5492810541996, 385.77482150553163, 346.17403990409315, '356.56', '374.71', '382.78', '324.30', '333.37', '335.39']",601.6,exponential,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1010,1870771,0.0-21.0-7.0-0.0-0.13,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,15788.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1270.0,"<canvas id=""myChart""></canvas>",0,False,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[75.45342331718142, 137.5631535676195, 157.1174968820264, 102.88620937095695, 140.29561281300155, 56.74697941666805, 143.28361473978651, 89.29077144760917, 92.39910383546588, 109.07743948558284, 94.39019702764101, 155.0783056963147, 172.68706522399452, 80.16546834817784, 126.19204696487111, 95.94341760938659, 98.66891131311252, 67.54789655211884, 159.96633516627463, 169.26987036925362, 48.38775915831622, 127.93536957387327, 135.190645799731, 84.21288607746229, 153.1056596704612, 145.32419256533606, 223.4946558506856, 161.43831353924566, 270.0791395821379, 244.93257144395358, '225.47', '200.26', '246.65', '268.83', '254.72', '294.04']",601.6,exponential,positive,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1011,1887979,0.0-21.0-7.0-0.0-0.14,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,17206.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1271.0,"<canvas id=""myChart""></canvas>",0,False,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[36.49201922809363, 132.78455234560494, 100.39584442956435, 170.45058662692546, 20.62055924454952, 51.5832041445432, 161.96762745571445, 104.46337396285242, 173.23901156363618, 156.93135538390814, '258.75', '269.84', '132.70', '161.95', '224.47', '241.61']",601.6,exponential,positive,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1012,1902413,0.0-21.0-7.0-0.0-0.15,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,14430.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1272.0,"<canvas id=""myChart""></canvas>",0,False,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[250.42234669133148, 150.79856951341344, 229.30374784208342, 210.29681969254338, 306.9084363182834, 204.34053124599382, 241.83918500356236, 218.04167224028808, 226.54014775211564, 276.3638220500624, 312.73320749689157, 244.2677404074364, 281.8167196022192, 354.78983995051374, 270.94364267913016, 310.31413394959986, 321.0217168218927, 269.4628530015637, 271.2499638330765, 355.99554959740476, 294.8883482820902, 329.4719433951794, 379.4818135613359, 356.7555836545154, 321.9930999491295, 360.25352756272065, 393.87946190120056, 309.5556601314379, 317.530538623195, 448.18430691174876, '526.98', '582.44', '531.01', '558.24', '471.52', '442.28']",601.6,linear,positive,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1013,1902415,0.0-21.0-8.0,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1014,1945093,0.0-21.0-9.0,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,42677.0,,,,,,,,,,,,feedback_Time series,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",i think need more time to analyze the graph.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1015,1945096,0.0-21.0-10.0,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1016,1945098,0.0-21.0-12.0,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,async_data_save,,Time series__completed,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,1017,1948085,0.0-22.0-0.0,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,"[{'page_index': 0, 'viewing_time': 2986}]",2986.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1018,1948086,0.0-23.0-0.0-0.0,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1019,1948238,0.0-23.0-1.0,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,1020,1955069,0.0-23.0-2.0,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,"[{'page_index': 0, 'viewing_time': 2766}, {'page_index': 1, 'viewing_time': 4064}]",6830.0,,,,,,,,,,,,bayesian_update_general_instructions,,,,,,,,,,,,,,,,,,,False,1275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1021,1955070,0.0-23.0-3.0,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,1022,1956341,0.0-23.0-4.0,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,"[{'page_index': 0, 'viewing_time': 1271}]",1271.0,,,,,,,,,,,,bayesian_update_pt_trials_instructions,,,,,,,,,,,,,,,,,,,False,1276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1023,1960982,0.0-23.0-5.0-0.0-0.0,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,4637.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,1277.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",0,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.0,0.0,"[40, 60]",red,blue,blue,['blue'],[],easy,aig,1.607109622674509,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1024,1965518,0.0-23.0-5.0-0.0-0.1,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,4535.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,1283.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",0,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.0,1.0,"[40, 60]",red,blue,blue,['red'],[['blue']],easy,aig,1.126011262856224,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1025,1969950,0.0-23.0-5.0-0.0-0.2,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,4431.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,1289.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",0,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,0.0,2.0,"[40, 60]",red,blue,blue,['blue'],"[['blue'], ['red']]",easy,aig,1.453433663957519,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1026,1977006,0.0-23.0-5.0-0.0-0.3,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,7053.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,1295.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",0,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.0,3.0,"[40, 60]",red,blue,blue,['blue'],"[['blue'], ['red'], ['blue']]",easy,aig,1.8354345327307164,,,,,,,,,,,,,,,,,,,,,,,
