trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_shipley_vocab,task_admc_rc1,task_shipley_abstraction,task_graph_literacy,task_time_series,task_impossible_question,task_admc_a2,task_admc_rp,task_bayesian_update_easy,task_bayesian_update_hard,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_leapfrog,task_coherence_forecasting,custom_timer_ended_trial,interval_id,response,question_order,shipley_vocabulary_score,stimulus,slider_start,slider_moved,admc_id,admc_response,shipley_abstraction_score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q13,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,moved_sliders,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,cfs_id,cfs_response
html-keyboard-response,336,3093861,0.0-23.0-7.0-0.0-1.14,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,9388.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,805.0,arrowleft,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,False,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,large,small,0.18,0.1,400.0,10.0,72.0,1.0,328.0,9.0,left,silver,,,,,,,,
html-keyboard-response,337,3094863,0.0-23.0-7.0-0.0-2.14,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,338,3095167,0.0-23.0-7.0-0.0-0.15,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,339,3102030,0.0-23.0-7.0-0.0-1.15,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,6859.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,808.0,arrowright,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,False,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.2,0.15,10.0,400.0,2.0,60.0,8.0,340.0,right,silver,,,,,,,,
html-keyboard-response,340,3103036,0.0-23.0-7.0-0.0-2.15,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,341,3103339,0.0-23.0-7.0-0.0-0.16,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,342,3107546,0.0-23.0-7.0-0.0-1.16,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,4197.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,811.0,arrowleft,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,False,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,large,small,0.26,0.2,400.0,10.0,104.0,2.0,296.0,8.0,left,gold,,,,,,,,
html-keyboard-response,343,3108549,0.0-23.0-7.0-0.0-2.16,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,344,3108853,0.0-23.0-7.0-0.0-0.17,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,345,3113658,0.0-23.0-7.0-0.0-1.17,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,4800.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,815.0,arrowleft,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,False,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.25,0.3,400.0,10.0,100.0,3.0,300.0,7.0,left,silver,,,,,,,,
html-keyboard-response,346,3114664,0.0-23.0-7.0-0.0-2.17,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,347,3114968,0.0-23.0-7.0-0.0-0.18,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,348,3121716,0.0-23.0-7.0-0.0-1.18,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,6735.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,818.0,arrowright,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,False,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.2,0.21,10.0,400.0,2.0,84.0,8.0,316.0,right,silver,,,,,,,,
html-keyboard-response,349,3122720,0.0-23.0-7.0-0.0-2.18,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,350,3123024,0.0-23.0-7.0-0.0-0.19,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,351,3128656,0.0-23.0-7.0-0.0-1.19,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,5628.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,821.0,arrowleft,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,False,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,large,small,0.13,0.1,400.0,10.0,52.0,1.0,348.0,9.0,left,gold,,,,,,,,
html-keyboard-response,352,3129661,0.0-23.0-7.0-0.0-2.19,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,353,3129964,0.0-23.0-7.0-0.0-0.20,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,354,3136790,0.0-23.0-7.0-0.0-1.20,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,6820.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,825.0,arrowleft,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,False,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,small,large,0.2,0.12,10.0,400.0,2.0,48.0,8.0,352.0,left,silver,,,,,,,,
html-keyboard-response,355,3137795,0.0-23.0-7.0-0.0-2.20,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,356,3138098,0.0-23.0-7.0-0.0-0.21,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,357,3146204,0.0-23.0-7.0-0.0-1.21,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,8101.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,828.0,arrowright,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,False,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,small,large,0.3,0.38,10.0,400.0,3.0,152.0,7.0,248.0,right,silver,,,,,,,,
html-keyboard-response,358,3147208,0.0-23.0-7.0-0.0-2.21,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,359,3147512,0.0-23.0-7.0-0.0-0.22,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,360,3149660,0.0-23.0-7.0-0.0-1.22,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,2138.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,831.0,arrowleft,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,False,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,large,small,0.18,0.2,400.0,10.0,72.0,2.0,328.0,8.0,left,silver,,,,,,,,
