trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_graph_literacy,task_admc_rc1,task_admc_a2,task_shipley_abstraction,task_admc_rp,task_time_series,task_shipley_vocab,task_coherence_forecasting,task_leapfrog,task_bayesian_update_easy,task_bayesian_update_hard,custom_timer_ended_trial,interval_id,stimulus,response,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,response_slider,slider_moved,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,admc_id,admc_response,shipley_abstraction_score,moved_sliders,y_axis_values,chart_height,func,direction,noise_condition,datapoints,question_order,shipley_vocabulary_score,cfs_id,cfs_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score
survey-html-form,420,773017,0.0-11.0-4.0-0.0-0.28,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,11204.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,437.0,,"{'GK_64': '1', 'GK_64_slider': '75'}",False,0.0,28.0,,,,,,,,,,,,,,,,,1.0,75.0,True,GK_64,Human children have more bones than adults.,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,421,774043,0.0-11.0-4.0-0.0-1.28,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,1024.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,438.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 29/30 questions completed. 64% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,422,781511,0.0-11.0-4.0-0.0-0.29,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,7467.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,439.0,,"{'GK_36': '1', 'GK_36_slider': '89'}",False,0.0,29.0,,,,,,,,,,,,,,,,,1.0,89.0,True,GK_36,Ocean currents carry heat from the equator toward the north and south poles.,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,423,782493,0.0-11.0-4.0-0.0-1.29,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,981.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,440.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 30/30 questions completed. 66% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,424,782494,0.0-11.0-5.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,425,782495,0.0-11.0-6.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,426,782497,0.0-11.0-8.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,async_data_save,,Impossible Question__completed,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,427,782502,0.0-13.0-0.0-0.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,428,782654,0.0-13.0-1.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,429,782654,0.0-13.0-2.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,430,1052107,0.0-13.0-3.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,269448.0,,,,,,,,,,,,gl_main_trial,,,,,,,,,,,,,,,,,,,False,443.0,,"{'Q1': '35', 'Q2': '15', 'Q3': '25', 'Q4': '25', 'Q5': '20', 'Q6': '3', 'Q7': '25', 'Q8': '40', 'Q9': '20', 'Q10': '1', 'Q11': '2', 'Q12': '2', 'Q13': '5'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,15.0,25.0,25.0,20.0,3.0,25.0,40.0,20.0,1.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,431,1052108,0.0-13.0-4.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,432,1052109,0.0-13.0-5.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,433,1052111,0.0-13.0-7.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,async_data_save,,Graph Literacy__completed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,434,1076615,0.0-14.0-0.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,"[{'page_index': 0, 'viewing_time': 24503}]",24504.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,435,1076769,0.0-15.0-1.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,436,1087241,0.0-15.0-2.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,"[{'page_index': 0, 'viewing_time': 10470}]",10471.0,,,,,,,,,,,,admc_rc1_instructions,,,,,,,,,,,,,,,,,,,False,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,437,1087242,0.0-15.0-3.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,438,1108755,0.0-15.0-4.0-0.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,21508.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,446.0,"<p><b>Problem</b></p>
                                <p>Imagine that recent evidence has shown that a pesticide is threatening the lives of 1,200 endangered animals. Two response options have been suggested:</p>
                                <p style=""margin-left: 30px"">If Option A is used, 600 animals will be saved for sure.</p>
                                <p style=""margin-left: 30px"">If Option B is used, there is a 75% chance that 800 animals will be saved, and a 25% chance that no animals will be saved.</p>
                                <p>Which option do you recommend to use?</p>",2,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,rc1_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,439,1135617,0.0-15.0-4.0-0.1,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,26859.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,447.0,"<p><b>Problem</b></p>
                                <p>Because of changes in tax laws, you may get back as much as $1200 in income tax. Your accountant has been exploring alternative ways to take advantage of this situation. He has developed two plans:</p>
                                <p style=""margin-left: 30px"">If Plan A is adopted, you will get back $400 of the possible $1200.</p>
                                <p style=""margin-left: 30px"">If Plan B is adopted, you have a 33% chance of getting back all $1200, and a 67% chance of getting back no money.</p>
                                <p>Which plan would you use?</p>",2,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,rc1_2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,440,1171612,0.0-15.0-4.0-0.2,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,35992.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,448.0,"<p><b>Problem</b></p>
                                <p>Imagine that in one particular state it is projected that 1000 students will drop out of school during the next year. Two programs have been proposed to address this problem, but only one can be implemented. Based on other states' experiences with the programs, estimates of the outcomes that can be expected from each program can be made. Assume for purposes of this decision that these estimates of the outcomes are accurate and are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 400 of the 1000 students will stay in school.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 40% chance that all 1000 students will stay in school and 60% chance that none of the 1000 students will stay in school.</p>
                                <p>Which program would you favor for implementation?</p>",3,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,rc1_3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,441,1188464,0.0-15.0-4.0-0.3,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,16849.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,449.0,"<p><b>Problem</b></p>
                                <p>Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimates of the consequences of the programs are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 200 people will be saved.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 33% chance that 600 people will be saved, and a 67% chance that no people will be saved.</p>
                                <p>Which program do you recommend to use?</p>",3,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,rc1_4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,442,1223738,0.0-15.0-4.0-0.4,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,35271.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,450.0,"<p><b>Problem</b></p>
                                <p>Imagine that your doctor tells you that you have a cancer that must be treated. Your choices are as follows:</p>
                                <p style=""margin-left: 30px"">Surgery: Of 100 people having surgery, 90 live through the operation, and 34 are alive at the end of five years.</p>
                                <p style=""margin-left: 30px"">Radiation therapy: Of 100 people having radiation therapy, all live through the treatment, and 22 are alive at the end of five years.</p>
                                <p>Which treatment would you choose?</p>",1,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,rc1_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,443,1241076,0.0-15.0-4.0-0.5,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,17339.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,451.0,"<p><b>Problem</b></p>
                                <p>Imagine that your client has $6,000 invested in the stock market. A downturn in the economy is occurring. You have two investment strategies that you can recommend under the existing circumstances to preserve your client's capital.</p>
                                <p style=""margin-left: 30px"">If strategy A is followed, $2,000 of your client's investment will be saved.</p>
                                <p style=""margin-left: 30px"">If strategy B is followed, there is a 33% chance that the entire $6,000 will be saved, and a 67% chance that none of the principal will be saved.</p>
                                <p>Which of these two strategies would you favor?</p>",3,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,rc1_6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,444,1278736,0.0-15.0-4.0-0.6,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,37659.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,452.0,"<p><b>Problem</b></p>
                                <p>Imagine a hospital is treating 32 injured soldiers, who are all expected to lose one leg. There are two doctors that can help the soldiers, but only one can be hired:</p>
                                <p style=""margin-left: 30px"">If Doctor A is hired, 20 soldiers will keep both legs.</p>
                                <p style=""margin-left: 30px"">If Doctor B is hired, there is a 63% chance that all soldiers keep both legs and a 37% chance that nobody will save both legs.</p>
                                <p>Which doctor do you recommend?</p>",2,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,rc1_7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,445,1278737,0.0-15.0-5.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,446,1278738,0.0-15.0-6.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,447,1278740,0.0-15.0-8.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing RC1__completed,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,448,1278892,0.0-17.0-1.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,449,1286988,0.0-17.0-2.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,"[{'page_index': 0, 'viewing_time': 8095}]",8095.0,,,,,,,,,,,,admc_a2_instructions,,,,,,,,,,,,,,,,,,,False,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,450,1286989,0.0-17.0-3.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,451,1321298,0.0-17.0-4.0-0.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,34308.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,455.0,"<p><b>Problem</b></p>
                                <p>As R&D manager, one of your project teams has come to you requesting an additional $100,000 in funds for a project you instituted several months ago. The project is already behind schedule and over budget, but the team still believes it can be successfully completed. You currently have $500,000 remaining in your budget unallocated, but which must carry you for the rest of the fiscal year. Lowering the balance by an additional $100,000 might jeopardize flexibility to respond to other opportunities.</p>
                                <p>Evaluating the situation, you believe there is a fair chance the project will not succeed, in which case the additional funding would be lost; if successful, however, the money would be well spent. You also noticed that of the projects undertaken by this team, 20 of the last 50 have been unsuccessful.</p>
                                <p>What is the likelihood you would fund the request?</p>",2,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,a2_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,452,1338635,0.0-17.0-4.0-0.1,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,17334.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,456.0,"<p><b>Problem</b></p>
                                <p>Imagine that a woman parked illegally. After talking to her, you believe that there is an 80% chance that she knew she parked illegally</p>
                                <p>With this in mind, how much of a fine do you believe this woman deserves?</p>",6,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,a2_2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,453,1358593,0.0-17.0-4.0-0.2,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,19955.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,457.0,"<p><b>Problem</b></p>
                                <p>In a recent confidential survey completed by graduating seniors, 65% of those completing the survey stated that they had cheated during their college career.</p>
                                <p>Considering the results of the survey, how would you rate the incidence of cheating at your university?</p>",4,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,a2_3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,454,1376137,0.0-17.0-4.0-0.3,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,17541.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,458.0,"<p><b>Problem</b></p>
                                <p>Imagine that a new technique has been developed to treat a particular kind of cancer. This technique has a 50% chance of failure, and is available at the local hospital.</p>
                                <p>A member of your immediate family is a patient at the local hospital with this kind of cancer. How likely are you to encourage him or her to undergo treatment using this technique?</p>",2,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,a2_4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,455,1398924,0.0-17.0-4.0-0.4,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,22785.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,459.0,"<p><b>Problem</b></p>
                                <p>Imagine the following situation. You are entertaining a special friend by inviting them for dinner. You are making your favorite lasagna dish with ground beef. Your roommate goes to the grocery store and purchases a package of ground beef for you. The label says 20% fat ground beef.</p>
                                <p>What's your evaluation of the quality of this ground beef?</p>",5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,a2_5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,456,1414230,0.0-17.0-4.0-0.5,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,15303.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,460.0,"<p><b>Problem</b></p>
                                <p>Imagine that a type of condom has a 5% failure rate. That is, if you have sex with someone who has the AIDS virus, there is a 5% chance that this type of condom will fail to prevent you from being exposed to the AIDS virus.</p>
                                <p>Should the government allow this type of condom to be advertised as ""an effective method for lowering the risk of AIDS""?</p>",1,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,a2_6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,457,1437658,0.0-17.0-4.0-0.6,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,23425.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,461.0,"<p><b>Problem</b></p>
                                <p>Suppose a student got 10% incorrect in the mid-term exam and 30% incorrect in the final-term exam, what would be your evaluations of this student's performance?</p>",3,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1.0,a2_7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,458,1437660,0.0-17.0-5.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,459,1437660,0.0-17.0-6.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,460,1437662,0.0-17.0-8.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing A2__completed,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,461,1437665,0.0-19.0-0.0-0.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,462,1437817,0.0-19.0-1.0,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
